Наименование;Ключевые теги;Цена;Характеристики
ZAIN! Рюкзак женский школьный спортивный для ноутбука;Рюкзак женский школьный спортивный для ноутбука;1 877 ₽;"[('Высота предмета', '42 см'), ('Глубина предмета', '14 см'), ('Ширина предмета', '28 см'), ('Длина упаковки', '50 см'), ('Высота упаковки', '5 см'), ('Высота предмета', '42 см'), ('Глубина предмета', '14 см'), ('Ширина предмета', '28 см'), ('Длина упаковки', '50 см'), ('Высота упаковки', '5 см'), ('Ширина упаковки', '40 см'), ('Вид застежки', 'молния'), ('Особенности рюкзака', 'тканевый для поездки туризма похода; из водоотталкивающей ткани; молодежный вместительный'), ('Декоративные элементы', 'логотип'), ('Карманы', 'Наружный спереди; внутренний на резинке; Большой главный отсек'), ('Вместимость рюкзака', '16 л'), ('Вес товара без упаковки (г)', '320 г'), ('Материал подкладки', 'полиэстер'), ('Страна производства', 'Россия'), ('Количество лямок', '2 мягкие лямки'), ('Пол', 'Женский'), ('Количество отделений', '2 шт.')]"
